,Order ID,Date,Product,Price,Quantity,Purchase Type,Payment Method,Manager,City,Amount,Profit_Margin,Conversion_Factor,USD_Amount
188,10648,2022-12-16,Beverages,2.95,745.76,Online , Gift Card,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
189,10649,2022-12-16,Sides & Other,4.99,200.4,Online , Gift Card,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
190,10650,2022-12-17,Burgers,12.99,585.07,Online , Gift Card,Joao Silva,Lisbon,7600.059300000001,1140.0088950000002,1.08,8208.064044
191,10651,2022-12-17,Chicken Sandwiches,9.95,221.11,Online , Gift Card,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
192,10652,2022-12-17,Fries,3.49,687.68,Online , Gift Card,Joao Silva,Lisbon,2400.0032,360.00048,1.08,2592.0034560000004
193,10653,2022-12-17,Beverages,2.95,745.76,Online , Gift Card,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
194,10654,2022-12-17,Sides & Other,4.99,200.4,Online , Gift Card,Joao Silva,Lisbon,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
195,10655,2022-12-18,Burgers,12.99,600.46,Online , Gift Card,Joao Silva,Lisbon,7799.9754,1169.99631,1.08,8423.973432
196,10656,2022-12-18,Chicken Sandwiches,9.95,221.11,Online , Gift Card,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
197,10657,2022-12-18,Fries,3.49,687.68,Online , Gift Card,Joao Silva,Lisbon,2400.0032,360.00048,1.08,2592.0034560000004
198,10658,2022-12-18,Beverages,2.95,745.76,Online , Cash,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
199,10659,2022-12-18,Sides & Other,4.99,200.4,Online , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
200,10660,2022-12-19,Burgers,12.99,631.25,In-store , Cash,Joao Silva,Lisbon,8199.9375,1229.990625,1.08,8855.9325
201,10661,2022-12-19,Chicken Sandwiches,9.95,221.11,In-store , Cash,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
202,10662,2022-12-19,Fries,3.49,630.37,In-store , Cash,Joao Silva,Lisbon,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
203,10663,2022-12-19,Beverages,2.95,745.76,In-store , Cash,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
204,10664,2022-12-19,Sides & Other,4.99,200.4,In-store , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
205,10665,2022-12-20,Burgers,12.99,646.65,In-store , Cash,Joao Silva,Lisbon,8399.9835,1259.997525,1.08,9071.98218
206,10666,2022-12-20,Chicken Sandwiches,9.95,221.11,In-store , Cash,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
207,10667,2022-12-20,Fries,3.49,630.37,In-store , Cash,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
208,10668,2022-12-20,Beverages,2.95,745.76,In-store , Cash,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
209,10669,2022-12-20,Sides & Other,4.99,200.4,In-store , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
210,10670,2022-12-21,Burgers,12.99,677.44,In-store , Cash,Joao Silva,Lisbon,8799.945600000001,1319.9918400000001,1.08,9503.941248000001
211,10671,2022-12-21,Chicken Sandwiches,9.95,221.11,In-store , Cash,Joao Silva,Lisbon,2200.0445,330.006675,1.08,2376.04806
212,10672,2022-12-21,Fries,3.49,630.37,In-store , Cash,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
213,10673,2022-12-21,Beverages,2.95,745.76,In-store , Cash,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
214,10674,2022-12-21,Sides & Other,4.99,200.4,In-store , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
215,10675,2022-12-22,Burgers,12.99,677.44,In-store , Cash,Joao Silva,Lisbon,8799.945600000001,1319.9918400000001,1.08,9503.941248000001
216,10676,2022-12-22,Chicken Sandwiches,9.95,241.21,In-store , Cash,Joao Silva,Lisbon,2400.0395,360.005925,1.08,2592.04266
217,10677,2022-12-22,Fries,3.49,630.37,In-store , Cash,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
218,10678,2022-12-22,Beverages,2.95,745.76,In-store , Cash,Joao Silva,Lisbon,2199.992,329.9988,1.08,2375.9913600000004
219,10679,2022-12-22,Sides & Other,4.99,200.4,In-store , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
220,10680,2022-12-23,Burgers,12.99,646.65,In-store , Cash,Joao Silva,Lisbon,8399.9835,1259.997525,1.08,9071.98218
221,10681,2022-12-23,Chicken Sandwiches,9.95,241.21,In-store , Cash,Joao Silva,Lisbon,2400.0395,360.005925,1.08,2592.04266
222,10682,2022-12-23,Fries,3.49,630.37,In-store , Cash,Joao Silva,Lisbon,2199.9913,329.998695,1.08,2375.9906040000005
223,10683,2022-12-23,Beverages,2.95,677.97,In-store , Cash,Joao Silva,Lisbon,2000.0115000000003,300.001725,1.08,2160.0124200000005
224,10684,2022-12-23,Sides & Other,4.99,200.4,In-store , Cash,Joao Silva,Lisbon,999.9960000000001,149.9994,1.08,1079.9956800000002
225,10685,2022-12-24,Burgers,12.99,677.44,In-store , Cash,Joao Silva,Lisbon,8799.945600000001,1319.9918400000001,1.08,9503.941248000001
226,10686,2022-12-24,Chicken Sandwiches,9.95,241.21,In-store , Cash,Joao Silva,Lisbon,2400.0395,360.005925,1.08,2592.04266
227,10687,2022-12-24,Fries,3.49,630.37,In-store , Cash,Walter Muller,Berlin,2199.9913,329.998695,1.08,2375.9906040000005
228,10688,2022-12-24,Beverages,2.95,677.97,In-store , Cash,Walter Muller,Berlin,2000.0115000000003,300.001725,1.08,2160.0124200000005
229,10689,2022-12-24,Sides & Other,4.99,200.4,In-store , Cash,Walter Muller,Berlin,999.9960000000001,149.9994,1.08,1079.9956800000002
230,10690,2022-12-25,Burgers,12.99,677.44,In-store , Cash,Walter Muller,Berlin,8799.945600000001,1319.9918400000001,1.08,9503.941248000001
231,10691,2022-12-25,Chicken Sandwiches,9.95,261.31,In-store , Cash,Walter Muller,Berlin,2600.0344999999998,390.00517499999995,1.08,2808.03726
232,10692,2022-12-25,Fries,3.49,630.37,In-store , Cash,Walter Muller,Berlin,2199.9913,329.998695,1.08,2375.9906040000005
233,10693,2022-12-25,Beverages,2.95,677.97,In-store , Cash,Walter Muller,Berlin,2000.0115000000003,300.001725,1.08,2160.0124200000005
234,10694,2022-12-25,Sides & Other,4.99,200.4,In-store , Cash,Walter Muller,Berlin,999.9960000000001,149.9994,1.08,1079.9956800000002
235,10695,2022-12-26,Burgers,12.99,692.84,In-store , Cash,Walter Muller,Berlin,8999.991600000001,1349.9987400000002,1.08,9719.990928000001
236,10696,2022-12-26,Chicken Sandwiches,9.95,281.41,In-store , Cash,Walter Muller,Berlin,2800.0295,420.004425,1.08,3024.0318600000005
237,10697,2022-12-26,Fries,3.49,630.37,In-store , Cash,Walter Muller,Berlin,2199.9913,329.998695,1.08,2375.9906040000005
238,10698,2022-12-26,Beverages,2.95,677.97,In-store , Cash,Walter Muller,Berlin,2000.0115000000003,300.001725,1.08,2160.0124200000005
239,10699,2022-12-26,Sides & Other,4.99,200.4,In-store , Cash,Walter Muller,Berlin,3060.231526141079,459.03472892116184,1.08,3305.0500482323655
240,10700,2022-12-27,Burgers,12.99,692.84,In-store , Cash,Walter Muller,Berlin,8999.991600000001,1349.9987400000002,1.08,9719.990928000001
241,10701,2022-12-27,Chicken Sandwiches,9.95,281.41,In-store , Cash,Walter Muller,Berlin,2800.0295,420.004425,1.08,3024.0318600000005
242,10702,2022-12-27,Fries,3.49,630.37,In-store , Cash,Walter Muller,Berlin,2199.9913,329.998695,1.08,2375.9906040000005
243,10703,2022-12-27,Beverages,2.95,677.97,In-store , Gift Card,Walter Muller,Berlin,2000.0115000000003,300.001725,1.08,2160.0124200000005
244,10704,2022-12-27,Sides & Other,4.99,200.4,Drive-thru , Gift Card,Walter Muller,Berlin,999.9960000000001,149.9994,1.08,1079.9956800000002
245,10705,2022-12-28,Burgers,12.99,723.63,Drive-thru , Gift Card,Walter Muller,Berlin,9399.9537,1409.993055,1.08,10151.949996000001
246,10706,2022-12-28,Chicken Sandwiches,9.95,301.51,Drive-thru , Gift Card,Walter Muller,Berlin,3000.0244999999995,450.00367499999993,1.08,3240.0264599999996
247,10707,2022-12-28,Fries,3.49,630.37,Drive-thru , Gift Card,Walter Muller,Berlin,2199.9913,329.998695,1.08,2375.9906040000005
248,10708,2022-12-28,Beverages,2.95,677.97,Drive-thru , Gift Card,Walter Muller,Berlin,2000.0115000000003,300.001725,1.08,2160.0124200000005
249,10709,2022-12-28,Sides & Other,4.99,200.4,Drive-thru , Gift Card,Walter Muller,Berlin,999.9960000000001,149.9994,1.08,1079.9956800000002
250,10710,2022-12-29,Burgers,12.99,754.43,Drive-thru , Gift Card,Walter Muller,Berlin,9800.045699999999,1470.0068549999999,1.08,10584.049356
251,10711,2022-12-29,Chicken Sandwiches,9.95,281.41,Drive-thru , Gift Card,Walter Muller,Berlin,2800.0295,420.004425,1.08,3024.0318600000005
252,10712,2022-12-29,Fries,3.49,630.37,Drive-thru , Gift Card,Walter Muller,Berlin,2199.9913,329.998695,1.08,2375.9906040000005
253,10713,2022-12-29,Beverages,2.95,677.97,Drive-thru , Gift Card,Walter Muller,Berlin,2000.0115000000003,300.001725,1.08,2160.0124200000005
